Academic Year,"No. of first year
students intake in the
year","No. of first year
students admitted in
the year",Academic Year,"No. of students
admitted through
Lateral entry",Academic Year,"No. of students
graduating in
minimum stipulated
time","No. of students
placed","Median salary of
placed
graduates(Amount in
Rs.)","No. of students
selected for Higher
Studies",Program_name,Institute
2015-16,466,458,2016-17,0,2018-19,362,268,"1360000(Thirteen
lakhs and Sixty
thousant )",65,"PG [3 Year
Program(s)]",Indian Institute of Technology Madras 
2016-17,466,465,2017-18,0,2019-20,374,286,"1500000(Fifteen lakhs
)",43,"PG [3 Year
Program(s)]",Indian Institute of Technology Madras 
2014-15,466,441,2015-16,0,2017-18,334,283,"1306000(Thirteen
lakhs and Six thousand
)",51,PG-Integrated,Indian Institute of Technology Madras 
2015-16,466,458,2016-17,0,2018-19,362,268,"1360000(Thirteen
lakhs and Sixty
thousant )",65,PG-Integrated,Indian Institute of Technology Madras 
2016-17,466,465,2017-18,0,2019-20,374,286,"1500000(Fifteen lakhs
)",43,PG-Integrated,Indian Institute of Technology Madras 
2015-16,550,526,2016-17,1,2017-18,491,456,"260000(Two Lakh
Sixty Thousand Only)",35,"UG [3 Years
Program(s)]",Kalasalingam Academy of Research and Higher Education 
2016-17,590,553,2017-18,0,2018-19,492,293,"276000(Two Lakh
Seventy Six Thousand
Only)",93,"UG [3 Years
Program(s)]",Kalasalingam Academy of Research and Higher Education 
2017-18,535,520,2018-19,0,2019-20,511,427,"301000(Three Lakh
One Thousand Only)",65,"UG [3 Years
Program(s)]",Kalasalingam Academy of Research and Higher Education 
2015-16,550,526,2016-17,1,2017-18,491,456,"260000(Two Lakh
Sixty Thousand Only)",35,"UG [4 Years
Program(s)]",Kalasalingam Academy of Research and Higher Education 
2016-17,590,553,2017-18,0,2018-19,492,293,"276000(Two Lakh
Seventy Six Thousand
Only)",93,"UG [4 Years
Program(s)]",Kalasalingam Academy of Research and Higher Education 
2017-18,535,520,2018-19,0,2019-20,511,427,"301000(Three Lakh
One Thousand Only)",65,"UG [4 Years
Program(s)]",Kalasalingam Academy of Research and Higher Education 
2015-16,550,526,2016-17,1,2017-18,491,456,"260000(Two Lakh
Sixty Thousand Only)",35,"UG [5 Years
Program(s)]",Kalasalingam Academy of Research and Higher Education 
2016-17,590,553,2017-18,0,2018-19,492,293,"276000(Two Lakh
Seventy Six Thousand
Only)",93,"UG [5 Years
Program(s)]",Kalasalingam Academy of Research and Higher Education 
2017-18,535,520,2018-19,0,2019-20,511,427,"301000(Three Lakh
One Thousand Only)",65,"UG [5 Years
Program(s)]",Kalasalingam Academy of Research and Higher Education 
2015-16,550,526,2016-17,1,2017-18,491,456,"260000(Two Lakh
Sixty Thousand Only)",35,"PG [2 Year
Program(s)]",Kalasalingam Academy of Research and Higher Education 
2016-17,590,553,2017-18,0,2018-19,492,293,"276000(Two Lakh
Seventy Six Thousand
Only)",93,"PG [2 Year
Program(s)]",Kalasalingam Academy of Research and Higher Education 
2017-18,535,520,2018-19,0,2019-20,511,427,"301000(Three Lakh
One Thousand Only)",65,"PG [2 Year
Program(s)]",Kalasalingam Academy of Research and Higher Education 
2014-15,768,862,2015-16,0,2017-18,836,583,"750000(RUPEES
SEVEN LAKHS FIFITY
THOUSAND ONLY)",165,"UG [4 Years
Program(s)]",National Institute of Technology Tiruchirappalli 
2015-16,768,839,2016-17,0,2018-19,803,577,"900000(RUPEES
NINE LAKHS ONLY)",168,"UG [4 Years
Program(s)]",National Institute of Technology Tiruchirappalli 
2016-17,768,811,2017-18,0,2019-20,803,556,"1050000(RUPEES
TEN LAKHS FIFTY
THOUSAND ONLY )",178,"UG [4 Years
Program(s)]",National Institute of Technology Tiruchirappalli 
2014-15,768,862,2015-16,0,2017-18,836,583,"750000(RUPEES
SEVEN LAKHS FIFITY
THOUSAND ONLY)",165,"UG [5 Years
Program(s)]",National Institute of Technology Tiruchirappalli 
2015-16,768,839,2016-17,0,2018-19,803,577,"900000(RUPEES
NINE LAKHS ONLY)",168,"UG [5 Years
Program(s)]",National Institute of Technology Tiruchirappalli 
2016-17,768,811,2017-18,0,2019-20,803,556,"1050000(RUPEES
TEN LAKHS FIFTY
THOUSAND ONLY )",178,"UG [5 Years
Program(s)]",National Institute of Technology Tiruchirappalli 
2014-15,768,862,2015-16,0,2017-18,836,583,"750000(RUPEES
SEVEN LAKHS FIFITY
THOUSAND ONLY)",165,"PG [2 Year
Program(s)]",National Institute of Technology Tiruchirappalli 
2015-16,768,839,2016-17,0,2018-19,803,577,"900000(RUPEES
NINE LAKHS ONLY)",168,"PG [2 Year
Program(s)]",National Institute of Technology Tiruchirappalli 
2016-17,768,811,2017-18,0,2019-20,803,556,"1050000(RUPEES
TEN LAKHS FIFTY
THOUSAND ONLY )",178,"PG [2 Year
Program(s)]",National Institute of Technology Tiruchirappalli 
2014-15,768,862,2015-16,0,2017-18,836,583,"750000(RUPEES
SEVEN LAKHS FIFITY
THOUSAND ONLY)",165,"PG [3 Year
Program(s)]",National Institute of Technology Tiruchirappalli 
2015-16,768,839,2016-17,0,2018-19,803,577,"900000(RUPEES
NINE LAKHS ONLY)",168,"PG [3 Year
Program(s)]",National Institute of Technology Tiruchirappalli 
2016-17,768,811,2017-18,0,2019-20,803,556,"1050000(RUPEES
TEN LAKHS FIFTY
THOUSAND ONLY )",178,"PG [3 Year
Program(s)]",National Institute of Technology Tiruchirappalli 
2015-16,3200,2597,2016-17,0,2017-18,2202,1051,"212000(Two Lakhs
Twelve Thousand)",325,"UG [3 Years
Program(s)]",S.R.M. Institute of Science and Technology 
2016-17,3040,2774,2017-18,0,2018-19,2400,1786,"219000(Two lakhs
nineteen thousand)",320,"UG [3 Years
Program(s)]",S.R.M. Institute of Science and Technology 
2017-18,3130,2632,2018-19,0,2019-20,2526,550,"250000(Two lakhs fifty
thousand)",160,"UG [3 Years
Program(s)]",S.R.M. Institute of Science and Technology 
2015-16,3200,2597,2016-17,0,2017-18,2202,1051,"212000(Two Lakhs
Twelve Thousand)",325,"UG [4 Years
Program(s)]",S.R.M. Institute of Science and Technology 
2016-17,3040,2774,2017-18,0,2018-19,2400,1786,"219000(Two lakhs
nineteen thousand)",320,"UG [4 Years
Program(s)]",S.R.M. Institute of Science and Technology 
2017-18,3130,2632,2018-19,0,2019-20,2526,550,"250000(Two lakhs fifty
thousand)",160,"UG [4 Years
Program(s)]",S.R.M. Institute of Science and Technology 
2015-16,3200,2597,2016-17,0,2017-18,2202,1051,"212000(Two Lakhs
Twelve Thousand)",325,"UG [5 Years
Program(s)]",S.R.M. Institute of Science and Technology 
2016-17,3040,2774,2017-18,0,2018-19,2400,1786,"219000(Two lakhs
nineteen thousand)",320,"UG [5 Years
Program(s)]",S.R.M. Institute of Science and Technology 
2017-18,3130,2632,2018-19,0,2019-20,2526,550,"250000(Two lakhs fifty
thousand)",160,"UG [5 Years
Program(s)]",S.R.M. Institute of Science and Technology 
2015-16,3200,2597,2016-17,0,2017-18,2202,1051,"212000(Two Lakhs
Twelve Thousand)",325,"PG [2 Year
Program(s)]",S.R.M. Institute of Science and Technology 
2016-17,3040,2774,2017-18,0,2018-19,2400,1786,"219000(Two lakhs
nineteen thousand)",320,"PG [2 Year
Program(s)]",S.R.M. Institute of Science and Technology 
2017-18,3130,2632,2018-19,0,2019-20,2526,550,"250000(Two lakhs fifty
thousand)",160,"PG [2 Year
Program(s)]",S.R.M. Institute of Science and Technology 
2015-16,3200,2597,2016-17,0,2017-18,2202,1051,"212000(Two Lakhs
Twelve Thousand)",325,"PG [3 Year
Program(s)]",S.R.M. Institute of Science and Technology 
2016-17,3040,2774,2017-18,0,2018-19,2400,1786,"219000(Two lakhs
nineteen thousand)",320,"PG [3 Year
Program(s)]",S.R.M. Institute of Science and Technology 
2017-18,3130,2632,2018-19,0,2019-20,2526,550,"250000(Two lakhs fifty
thousand)",160,"PG [3 Year
Program(s)]",S.R.M. Institute of Science and Technology 
2015-16,3200,2597,2016-17,0,2017-18,2202,1051,"212000(Two Lakhs
Twelve Thousand)",325,"PG [6 Year
Program(s)]",S.R.M. Institute of Science and Technology 
2016-17,3040,2774,2017-18,0,2018-19,2400,1786,"219000(Two lakhs
nineteen thousand)",320,"PG [6 Year
Program(s)]",S.R.M. Institute of Science and Technology 
2017-18,3130,2632,2018-19,0,2019-20,2526,550,"250000(Two lakhs fifty
thousand)",160,"PG [6 Year
Program(s)]",S.R.M. Institute of Science and Technology 
2015-16,240,240,2016-17,0,2017-18,233,141,"325000(THREE
LAKHS AND TWENTY
FIVE THOUSAND)",77,"UG [3 Years
Program(s)]",Sathyabama Institute of Science and Technology 
2016-17,240,240,2017-18,0,2018-19,237,172,"350000(THREE
LAKHS AND FIFTY
THOUSAND)",51,"UG [3 Years
Program(s)]",Sathyabama Institute of Science and Technology 
2017-18,240,240,2018-19,0,2019-20,234,184,"352000(THREE
LAKHS AND FIFTY
TWO THOUSAND)",47,"UG [3 Years
Program(s)]",Sathyabama Institute of Science and Technology 
2015-16,240,240,2016-17,0,2017-18,233,141,"325000(THREE
LAKHS AND TWENTY
FIVE THOUSAND)",77,"UG [4 Years
Program(s)]",Sathyabama Institute of Science and Technology 
2016-17,240,240,2017-18,0,2018-19,237,172,"350000(THREE
LAKHS AND FIFTY
THOUSAND)",51,"UG [4 Years
Program(s)]",Sathyabama Institute of Science and Technology 
2017-18,240,240,2018-19,0,2019-20,234,184,"352000(THREE
LAKHS AND FIFTY
TWO THOUSAND)",47,"UG [4 Years
Program(s)]",Sathyabama Institute of Science and Technology 
2015-16,240,240,2016-17,0,2017-18,233,141,"325000(THREE
LAKHS AND TWENTY
FIVE THOUSAND)",77,"UG [5 Years
Program(s)]",Sathyabama Institute of Science and Technology 
2016-17,240,240,2017-18,0,2018-19,237,172,"350000(THREE
LAKHS AND FIFTY
THOUSAND)",51,"UG [5 Years
Program(s)]",Sathyabama Institute of Science and Technology 
2017-18,240,240,2018-19,0,2019-20,234,184,"352000(THREE
LAKHS AND FIFTY
TWO THOUSAND)",47,"UG [5 Years
Program(s)]",Sathyabama Institute of Science and Technology 
2015-16,240,240,2016-17,0,2017-18,233,141,"325000(THREE
LAKHS AND TWENTY
FIVE THOUSAND)",77,"PG [2 Year
Program(s)]",Sathyabama Institute of Science and Technology 
2016-17,240,240,2017-18,0,2018-19,237,172,"350000(THREE
LAKHS AND FIFTY
THOUSAND)",51,"PG [2 Year
Program(s)]",Sathyabama Institute of Science and Technology 
2017-18,240,240,2018-19,0,2019-20,234,184,"352000(THREE
LAKHS AND FIFTY
TWO THOUSAND)",47,"PG [2 Year
Program(s)]",Sathyabama Institute of Science and Technology 
2015-16,240,240,2016-17,0,2017-18,233,141,"325000(THREE
LAKHS AND TWENTY
FIVE THOUSAND)",77,"PG [3 Year
Program(s)]",Sathyabama Institute of Science and Technology 
2016-17,240,240,2017-18,0,2018-19,237,172,"350000(THREE
LAKHS AND FIFTY
THOUSAND)",51,"PG [3 Year
Program(s)]",Sathyabama Institute of Science and Technology 
2017-18,240,240,2018-19,0,2019-20,234,184,"352000(THREE
LAKHS AND FIFTY
TWO THOUSAND)",47,"PG [3 Year
Program(s)]",Sathyabama Institute of Science and Technology 
2015-16,800,800,2016-17,0,2017-18,664,345,300000(Three lakh),244,"UG [3 Years
Program(s)]",Shanmugha Arts Science Technology & Research Academy 
2016-17,120,118,2017-18,0,2018-19,109,62,400000(Four lakh),45,"UG [3 Years
Program(s)]",Shanmugha Arts Science Technology & Research Academy 
2017-18,120,120,2018-19,0,2019-20,113,70,300000(Three lakh),43,"UG [3 Years
Program(s)]",Shanmugha Arts Science Technology & Research Academy 
2015-16,800,800,2016-17,0,2017-18,664,345,300000(Three lakh),244,"UG [4 Years
Program(s)]",Shanmugha Arts Science Technology & Research Academy 
2016-17,120,118,2017-18,0,2018-19,109,62,400000(Four lakh),45,"UG [4 Years
Program(s)]",Shanmugha Arts Science Technology & Research Academy 
2017-18,120,120,2018-19,0,2019-20,113,70,300000(Three lakh),43,"UG [4 Years
Program(s)]",Shanmugha Arts Science Technology & Research Academy 
2015-16,800,800,2016-17,0,2017-18,664,345,300000(Three lakh),244,"UG [5 Years
Program(s)]",Shanmugha Arts Science Technology & Research Academy 
2016-17,120,118,2017-18,0,2018-19,109,62,400000(Four lakh),45,"UG [5 Years
Program(s)]",Shanmugha Arts Science Technology & Research Academy 
2017-18,120,120,2018-19,0,2019-20,113,70,300000(Three lakh),43,"UG [5 Years
Program(s)]",Shanmugha Arts Science Technology & Research Academy 
2015-16,800,800,2016-17,0,2017-18,664,345,300000(Three lakh),244,"PG [2 Year
Program(s)]",Shanmugha Arts Science Technology & Research Academy 
2016-17,120,118,2017-18,0,2018-19,109,62,400000(Four lakh),45,"PG [2 Year
Program(s)]",Shanmugha Arts Science Technology & Research Academy 
2017-18,120,120,2018-19,0,2019-20,113,70,300000(Three lakh),43,"PG [2 Year
Program(s)]",Shanmugha Arts Science Technology & Research Academy 
2015-16,800,800,2016-17,0,2017-18,664,345,300000(Three lakh),244,PG-Integrated,Shanmugha Arts Science Technology & Research Academy 
2016-17,120,118,2017-18,0,2018-19,109,62,400000(Four lakh),45,PG-Integrated,Shanmugha Arts Science Technology & Research Academy 
2017-18,120,120,2018-19,0,2019-20,113,70,300000(Three lakh),43,PG-Integrated,Shanmugha Arts Science Technology & Research Academy 
2015-16,720,537,2016-17,0,2017-18,419,55,"180000(One Lakh
Eighty Thousand)",249,"UG [3 Years
Program(s)]",Vellore Institute of Technology 
2016-17,780,627,2017-18,0,2018-19,528,102,"201000(Two Lakh One
Thousand)",224,"UG [3 Years
Program(s)]",Vellore Institute of Technology 
2017-18,960,670,2018-19,0,2019-20,544,103,"382500(Three Lakh
Eighty Two Thousand
Five Hundred)",383,"UG [3 Years
Program(s)]",Vellore Institute of Technology 
2015-16,720,537,2016-17,0,2017-18,419,55,"180000(One Lakh
Eighty Thousand)",249,"UG [4 Years
Program(s)]",Vellore Institute of Technology 
2016-17,780,627,2017-18,0,2018-19,528,102,"201000(Two Lakh One
Thousand)",224,"UG [4 Years
Program(s)]",Vellore Institute of Technology 
2017-18,960,670,2018-19,0,2019-20,544,103,"382500(Three Lakh
Eighty Two Thousand
Five Hundred)",383,"UG [4 Years
Program(s)]",Vellore Institute of Technology 
2015-16,720,537,2016-17,0,2017-18,419,55,"180000(One Lakh
Eighty Thousand)",249,"UG [5 Years
Program(s)]",Vellore Institute of Technology 
2016-17,780,627,2017-18,0,2018-19,528,102,"201000(Two Lakh One
Thousand)",224,"UG [5 Years
Program(s)]",Vellore Institute of Technology 
2017-18,960,670,2018-19,0,2019-20,544,103,"382500(Three Lakh
Eighty Two Thousand
Five Hundred)",383,"UG [5 Years
Program(s)]",Vellore Institute of Technology 
2015-16,720,537,2016-17,0,2017-18,419,55,"180000(One Lakh
Eighty Thousand)",249,"PG [2 Year
Program(s)]",Vellore Institute of Technology 
2016-17,780,627,2017-18,0,2018-19,528,102,"201000(Two Lakh One
Thousand)",224,"PG [2 Year
Program(s)]",Vellore Institute of Technology 
2017-18,960,670,2018-19,0,2019-20,544,103,"382500(Three Lakh
Eighty Two Thousand
Five Hundred)",383,"PG [2 Year
Program(s)]",Vellore Institute of Technology 
2015-16,720,537,2016-17,0,2017-18,419,55,"180000(One Lakh
Eighty Thousand)",249,PG-Integrated,Vellore Institute of Technology 
2016-17,780,627,2017-18,0,2018-19,528,102,"201000(Two Lakh One
Thousand)",224,PG-Integrated,Vellore Institute of Technology 
2017-18,960,670,2018-19,0,2019-20,544,103,"382500(Three Lakh
Eighty Two Thousand
Five Hundred)",383,PG-Integrated,Vellore Institute of Technology 
2015-16,2930,2795,2016-17,0,2017-18,1755,373,"335000(Three lac thirty
five thousand only)",1046,"UG [3 Years
Program(s)]",Aligarh Muslim University 
2016-17,2926,2975,2017-18,0,2018-19,2142,174,500000(Five lac only),1842,"UG [3 Years
Program(s)]",Aligarh Muslim University 
2015-16,2930,2795,2016-17,0,2017-18,1755,373,"335000(Three lac thirty
five thousand only)",1046,"UG [4 Years
Program(s)]",Aligarh Muslim University 
2016-17,2926,2975,2017-18,0,2018-19,2142,174,500000(Five lac only),1842,"UG [4 Years
Program(s)]",Aligarh Muslim University 
2015-16,2930,2795,2016-17,0,2017-18,1755,373,"335000(Three lac thirty
five thousand only)",1046,"UG [5 Years
Program(s)]",Aligarh Muslim University 
2016-17,2926,2975,2017-18,0,2018-19,2142,174,500000(Five lac only),1842,"UG [5 Years
Program(s)]",Aligarh Muslim University 
2015-16,2930,2795,2016-17,0,2017-18,1755,373,"335000(Three lac thirty
five thousand only)",1046,"PG [1 Year
Program(s)]",Aligarh Muslim University 
2016-17,2926,2975,2017-18,0,2018-19,2142,174,500000(Five lac only),1842,"PG [1 Year
Program(s)]",Aligarh Muslim University 
2015-16,2930,2795,2016-17,0,2017-18,1755,373,"335000(Three lac thirty
five thousand only)",1046,"PG [2 Year
Program(s)]",Aligarh Muslim University 
2016-17,2926,2975,2017-18,0,2018-19,2142,174,500000(Five lac only),1842,"PG [2 Year
Program(s)]",Aligarh Muslim University 
2015-16,2930,2795,2016-17,0,2017-18,1755,373,"335000(Three lac thirty
five thousand only)",1046,"PG [3 Year
Program(s)]",Aligarh Muslim University 
2016-17,2926,2975,2017-18,0,2018-19,2142,174,500000(Five lac only),1842,"PG [3 Year
Program(s)]",Aligarh Muslim University 
2015-16,4300,4263,2016-17,0,2017-18,3456,221,"218000(Two Lakh
Eighteen Thousand )",2599,"UG [3 Years
Program(s)]",Amity University 
2016-17,4560,4472,2017-18,0,2018-19,4037,255,"280000(Two Lakh
Eighty Thousand )",1776,"UG [3 Years
Program(s)]",Amity University 
2017-18,4680,4576,2018-19,0,2019-20,4323,286,300000(Three Lakh),2876,"UG [3 Years
Program(s)]",Amity University 
2015-16,4300,4263,2016-17,0,2017-18,3456,221,"218000(Two Lakh
Eighteen Thousand )",2599,"UG [4 Years
Program(s)]",Amity University 
2016-17,4560,4472,2017-18,0,2018-19,4037,255,"280000(Two Lakh
Eighty Thousand )",1776,"UG [4 Years
Program(s)]",Amity University 
2017-18,4680,4576,2018-19,0,2019-20,4323,286,300000(Three Lakh),2876,"UG [4 Years
Program(s)]",Amity University 
2015-16,4300,4263,2016-17,0,2017-18,3456,221,"218000(Two Lakh
Eighteen Thousand )",2599,"UG [5 Years
Program(s)]",Amity University 
2016-17,4560,4472,2017-18,0,2018-19,4037,255,"280000(Two Lakh
Eighty Thousand )",1776,"UG [5 Years
Program(s)]",Amity University 
2017-18,4680,4576,2018-19,0,2019-20,4323,286,300000(Three Lakh),2876,"UG [5 Years
Program(s)]",Amity University 
2015-16,4300,4263,2016-17,0,2017-18,3456,221,"218000(Two Lakh
Eighteen Thousand )",2599,"PG [1 Year
Program(s)]",Amity University 
2016-17,4560,4472,2017-18,0,2018-19,4037,255,"280000(Two Lakh
Eighty Thousand )",1776,"PG [1 Year
Program(s)]",Amity University 
2017-18,4680,4576,2018-19,0,2019-20,4323,286,300000(Three Lakh),2876,"PG [1 Year
Program(s)]",Amity University 
2015-16,4300,4263,2016-17,0,2017-18,3456,221,"218000(Two Lakh
Eighteen Thousand )",2599,"PG [2 Year
Program(s)]",Amity University 
2016-17,4560,4472,2017-18,0,2018-19,4037,255,"280000(Two Lakh
Eighty Thousand )",1776,"PG [2 Year
Program(s)]",Amity University 
2017-18,4680,4576,2018-19,0,2019-20,4323,286,300000(Three Lakh),2876,"PG [2 Year
Program(s)]",Amity University 
2015-16,4300,4263,2016-17,0,2017-18,3456,221,"218000(Two Lakh
Eighteen Thousand )",2599,"PG [3 Year
Program(s)]",Amity University 
2016-17,4560,4472,2017-18,0,2018-19,4037,255,"280000(Two Lakh
Eighty Thousand )",1776,"PG [3 Year
Program(s)]",Amity University 
2017-18,4680,4576,2018-19,0,2019-20,4323,286,300000(Three Lakh),2876,"PG [3 Year
Program(s)]",Amity University 
2015-16,4300,4263,2016-17,0,2017-18,3456,221,"218000(Two Lakh
Eighteen Thousand )",2599,PG-Integrated,Amity University 
2016-17,4560,4472,2017-18,0,2018-19,4037,255,"280000(Two Lakh
Eighty Thousand )",1776,PG-Integrated,Amity University 
2017-18,4680,4576,2018-19,0,2019-20,4323,286,300000(Three Lakh),2876,PG-Integrated,Amity University 
2015-16,4336,4336,2016-17,0,2017-18,3945,233,600000(Six Lakh),3512,"UG [3 Years
Program(s)]",Banaras Hindu University 
2016-17,4788,4788,2017-18,0,2018-19,4546,342,600000(Six Lakh),4004,"UG [3 Years
Program(s)]",Banaras Hindu University 
2017-18,3713,3713,2018-19,0,2019-20,3514,387,"650000(Six Lakh Fifty
Thousand )",3100,"UG [3 Years
Program(s)]",Banaras Hindu University 
2015-16,4336,4336,2016-17,0,2017-18,3945,233,600000(Six Lakh),3512,"UG [4 Years
Program(s)]",Banaras Hindu University 
2016-17,4788,4788,2017-18,0,2018-19,4546,342,600000(Six Lakh),4004,"UG [4 Years
Program(s)]",Banaras Hindu University 
2017-18,3713,3713,2018-19,0,2019-20,3514,387,"650000(Six Lakh Fifty
Thousand )",3100,"UG [4 Years
Program(s)]",Banaras Hindu University 
2015-16,4336,4336,2016-17,0,2017-18,3945,233,600000(Six Lakh),3512,"UG [5 Years
Program(s)]",Banaras Hindu University 
2016-17,4788,4788,2017-18,0,2018-19,4546,342,600000(Six Lakh),4004,"UG [5 Years
Program(s)]",Banaras Hindu University 
2017-18,3713,3713,2018-19,0,2019-20,3514,387,"650000(Six Lakh Fifty
Thousand )",3100,"UG [5 Years
Program(s)]",Banaras Hindu University 
2015-16,4336,4336,2016-17,0,2017-18,3945,233,600000(Six Lakh),3512,"PG [2 Year
Program(s)]",Banaras Hindu University 
2016-17,4788,4788,2017-18,0,2018-19,4546,342,600000(Six Lakh),4004,"PG [2 Year
Program(s)]",Banaras Hindu University 
2017-18,3713,3713,2018-19,0,2019-20,3514,387,"650000(Six Lakh Fifty
Thousand )",3100,"PG [2 Year
Program(s)]",Banaras Hindu University 
2015-16,4336,4336,2016-17,0,2017-18,3945,233,600000(Six Lakh),3512,"PG [3 Year
Program(s)]",Banaras Hindu University 
2016-17,4788,4788,2017-18,0,2018-19,4546,342,600000(Six Lakh),4004,"PG [3 Year
Program(s)]",Banaras Hindu University 
2017-18,3713,3713,2018-19,0,2019-20,3514,387,"650000(Six Lakh Fifty
Thousand )",3100,"PG [3 Year
Program(s)]",Banaras Hindu University 
2013-14,320,303,2014-15,0,2017-18,242,109,"710000(Seven lacs ten
thousand only)",96,"UG [5 Years
Program(s)]",King George`s Medical University 
2014-15,320,315,2015-16,0,2018-19,285,122,"825000(Eight lacs
twenty five thousand)",102,"UG [5 Years
Program(s)]",King George`s Medical University 
2015-16,320,320,2016-17,0,2019-20,291,130,900000(Nine lacs),109,"UG [5 Years
Program(s)]",King George`s Medical University 
2013-14,320,303,2014-15,0,2017-18,242,109,"710000(Seven lacs ten
thousand only)",96,"PG [2 Year
Program(s)]",King George`s Medical University 
2014-15,320,315,2015-16,0,2018-19,285,122,"825000(Eight lacs
twenty five thousand)",102,"PG [2 Year
Program(s)]",King George`s Medical University 
2015-16,320,320,2016-17,0,2019-20,291,130,900000(Nine lacs),109,"PG [2 Year
Program(s)]",King George`s Medical University 
2013-14,320,303,2014-15,0,2017-18,242,109,"710000(Seven lacs ten
thousand only)",96,"PG [3 Year
Program(s)]",King George`s Medical University 
2014-15,320,315,2015-16,0,2018-19,285,122,"825000(Eight lacs
twenty five thousand)",102,"PG [3 Year
Program(s)]",King George`s Medical University 
2015-16,320,320,2016-17,0,2019-20,291,130,900000(Nine lacs),109,"PG [3 Year
Program(s)]",King George`s Medical University 
2014-15,917,889,2015-16,0,2017-18,812,656,"795000(Seven Lakhs
ninety five thousand)",32,"UG [4 Years
Program(s)]",Motilal Nehru National Institute of Technology 
2015-16,939,922,2016-17,0,2018-19,832,671,800000(Eight Lakhs),107,"UG [4 Years
Program(s)]",Motilal Nehru National Institute of Technology 
2016-17,912,873,2017-18,0,2019-20,861,568,"1159000(Eleven Lakhs
Fifty Nine Thousand)",282,"UG [4 Years
Program(s)]",Motilal Nehru National Institute of Technology 
2014-15,917,889,2015-16,0,2017-18,812,656,"795000(Seven Lakhs
ninety five thousand)",32,"PG [2 Year
Program(s)]",Motilal Nehru National Institute of Technology 
2015-16,939,922,2016-17,0,2018-19,832,671,800000(Eight Lakhs),107,"PG [2 Year
Program(s)]",Motilal Nehru National Institute of Technology 
2016-17,912,873,2017-18,0,2019-20,861,568,"1159000(Eleven Lakhs
Fifty Nine Thousand)",282,"PG [2 Year
Program(s)]",Motilal Nehru National Institute of Technology 
2014-15,917,889,2015-16,0,2017-18,812,656,"795000(Seven Lakhs
ninety five thousand)",32,"PG [3 Year
Program(s)]",Motilal Nehru National Institute of Technology 
2015-16,939,922,2016-17,0,2018-19,832,671,800000(Eight Lakhs),107,"PG [3 Year
Program(s)]",Motilal Nehru National Institute of Technology 
2016-17,912,873,2017-18,0,2019-20,861,568,"1159000(Eleven Lakhs
Fifty Nine Thousand)",282,"PG [3 Year
Program(s)]",Motilal Nehru National Institute of Technology 
2014-15,870,843,2015-16,0,2017-18,771,598,"1320000(Thirteen
Lakhs Twenty
Thousand Only)",172,"UG [4 Years
Program(s)]",Indian Institute of Technology Roorkee 
2015-16,900,880,2016-17,0,2018-19,825,726,"1450900(Fourteen
Lakhs Fifty Thousand
Nine Hundred Only)",99,"UG [4 Years
Program(s)]",Indian Institute of Technology Roorkee 
2016-17,845,844,2017-18,0,2019-20,794,663,"1754000(Seventeen
Lakhs Fifty Four
Thousand Only)",131,"UG [4 Years
Program(s)]",Indian Institute of Technology Roorkee 
2014-15,870,843,2015-16,0,2017-18,771,598,"1320000(Thirteen
Lakhs Twenty
Thousand Only)",172,"UG [5 Years
Program(s)]",Indian Institute of Technology Roorkee 
2015-16,900,880,2016-17,0,2018-19,825,726,"1450900(Fourteen
Lakhs Fifty Thousand
Nine Hundred Only)",99,"UG [5 Years
Program(s)]",Indian Institute of Technology Roorkee 
2016-17,845,844,2017-18,0,2019-20,794,663,"1754000(Seventeen
Lakhs Fifty Four
Thousand Only)",131,"UG [5 Years
Program(s)]",Indian Institute of Technology Roorkee 
2014-15,870,843,2015-16,0,2017-18,771,598,"1320000(Thirteen
Lakhs Twenty
Thousand Only)",172,"PG [2 Year
Program(s)]",Indian Institute of Technology Roorkee 
2015-16,900,880,2016-17,0,2018-19,825,726,"1450900(Fourteen
Lakhs Fifty Thousand
Nine Hundred Only)",99,"PG [2 Year
Program(s)]",Indian Institute of Technology Roorkee 
2016-17,845,844,2017-18,0,2019-20,794,663,"1754000(Seventeen
Lakhs Fifty Four
Thousand Only)",131,"PG [2 Year
Program(s)]",Indian Institute of Technology Roorkee 
2014-15,870,843,2015-16,0,2017-18,771,598,"1320000(Thirteen
Lakhs Twenty
Thousand Only)",172,PG-Integrated,Indian Institute of Technology Roorkee 
2015-16,900,880,2016-17,0,2018-19,825,726,"1450900(Fourteen
Lakhs Fifty Thousand
Nine Hundred Only)",99,PG-Integrated,Indian Institute of Technology Roorkee 
2016-17,845,844,2017-18,0,2019-20,794,663,"1754000(Seventeen
Lakhs Fifty Four
Thousand Only)",131,PG-Integrated,Indian Institute of Technology Roorkee 
2015-16,727,727,2016-17,0,2017-18,725,424,"804400(Eight lakh four
thousand four
hundred)",301,"UG [3 Years
Program(s)]",Calcutta University 
2016-17,270,268,2017-18,0,2018-19,262,133,"826000(Eight lakh
twenty six thousand)",129,"UG [3 Years
Program(s)]",Calcutta University 
2017-18,750,738,2018-19,0,2019-20,716,438,"863000(Eight lakh sixty
three thousand)",278,"UG [3 Years
Program(s)]",Calcutta University 
2015-16,727,727,2016-17,0,2017-18,725,424,"804400(Eight lakh four
thousand four
hundred)",301,"UG [4 Years
Program(s)]",Calcutta University 
