Academic Year,"No. of first year
students intake in the
year","No. of first year
students admitted in
the year",Academic Year,"No. of students
admitted through
Lateral entry",Academic Year,"No. of students
graduating in
minimum stipulated
time","No. of students
placed","Median salary of
placed
graduates(Amount in
Rs.)","No. of students
selected for Higher
Studies",Program_name,Institute
2016-17,348,363,2017-18,0,2018-19,267,62,400000(Four lakhs),131,"PG [3 Year
Program(s)]",University of Delhi 
2015-16,378,296,2016-17,0,2017-18,202,95,"430000(Four lakhs
Thirty Thousands)",107,PG-Integrated,University of Delhi 
2016-17,348,363,2017-18,0,2018-19,267,62,400000(Four lakhs),131,PG-Integrated,University of Delhi 
2014-15,150,141,2015-16,0,2017-18,102,57,700000(Seven lakh),34,"UG [4 Years
Program(s)]",Indian Institute of Technology Gandhinagar 
2015-16,150,139,2016-17,0,2018-19,120,60,"725000(Seven lakh
twenty five thousand)",23,"UG [4 Years
Program(s)]",Indian Institute of Technology Gandhinagar 
2016-17,180,178,2017-18,0,2019-20,156,82,"896500(Eight lakh
ninety six thousand
five hundred)",37,"UG [4 Years
Program(s)]",Indian Institute of Technology Gandhinagar 
2014-15,150,141,2015-16,0,2017-18,102,57,700000(Seven lakh),34,"PG [2 Year
Program(s)]",Indian Institute of Technology Gandhinagar 
2015-16,150,139,2016-17,0,2018-19,120,60,"725000(Seven lakh
twenty five thousand)",23,"PG [2 Year
Program(s)]",Indian Institute of Technology Gandhinagar 
2016-17,180,178,2017-18,0,2019-20,156,82,"896500(Eight lakh
ninety six thousand
five hundred)",37,"PG [2 Year
Program(s)]",Indian Institute of Technology Gandhinagar 
2014-15,818,792,2015-16,0,2017-18,739,503,"667000(Six lakhs sixty
seven thousands only)",87,"UG [4 Years
Program(s)]",Sardar Vallabhbhai National Institute of Technology 
2015-16,818,768,2016-17,0,2018-19,727,516,"672000(Six lakhs
seventy two thousands
only)",76,"UG [4 Years
Program(s)]",Sardar Vallabhbhai National Institute of Technology 
2016-17,818,732,2017-18,0,2019-20,720,483,"745000(Seven lakhs
forty five thousands
only)",132,"UG [4 Years
Program(s)]",Sardar Vallabhbhai National Institute of Technology 
2014-15,818,792,2015-16,0,2017-18,739,503,"667000(Six lakhs sixty
seven thousands only)",87,"PG [2 Year
Program(s)]",Sardar Vallabhbhai National Institute of Technology 
2015-16,818,768,2016-17,0,2018-19,727,516,"672000(Six lakhs
seventy two thousands
only)",76,"PG [2 Year
Program(s)]",Sardar Vallabhbhai National Institute of Technology 
2016-17,818,732,2017-18,0,2019-20,720,483,"745000(Seven lakhs
forty five thousands
only)",132,"PG [2 Year
Program(s)]",Sardar Vallabhbhai National Institute of Technology 
2014-15,818,792,2015-16,0,2017-18,739,503,"667000(Six lakhs sixty
seven thousands only)",87,PG-Integrated,Sardar Vallabhbhai National Institute of Technology 
2015-16,818,768,2016-17,0,2018-19,727,516,"672000(Six lakhs
seventy two thousands
only)",76,PG-Integrated,Sardar Vallabhbhai National Institute of Technology 
2016-17,818,732,2017-18,0,2019-20,720,483,"745000(Seven lakhs
forty five thousands
only)",132,PG-Integrated,Sardar Vallabhbhai National Institute of Technology 
2014-15,120,112,2015-16,0,2017-18,110,86,"950000(Nine Lakh Fifty
Thousand)",3,"UG [4 Years
Program(s)]",Indian Institute of Technology Mandi 
2015-16,145,134,2016-17,0,2018-19,128,85,1000000(Ten Lakh),17,"UG [4 Years
Program(s)]",Indian Institute of Technology Mandi 
2014-15,120,112,2015-16,0,2017-18,110,86,"950000(Nine Lakh Fifty
Thousand)",3,"UG [5 Years
Program(s)]",Indian Institute of Technology Mandi 
2015-16,145,134,2016-17,0,2018-19,128,85,1000000(Ten Lakh),17,"UG [5 Years
Program(s)]",Indian Institute of Technology Mandi 
2014-15,120,112,2015-16,0,2017-18,110,86,"950000(Nine Lakh Fifty
Thousand)",3,"PG [2 Year
Program(s)]",Indian Institute of Technology Mandi 
2015-16,145,134,2016-17,0,2018-19,128,85,1000000(Ten Lakh),17,"PG [2 Year
Program(s)]",Indian Institute of Technology Mandi 
2014-15,120,112,2015-16,0,2017-18,110,86,"950000(Nine Lakh Fifty
Thousand)",3,"PG [3 Year
Program(s)]",Indian Institute of Technology Mandi 
2015-16,145,134,2016-17,0,2018-19,128,85,1000000(Ten Lakh),17,"PG [3 Year
Program(s)]",Indian Institute of Technology Mandi 
2014-15,120,112,2015-16,0,2017-18,110,86,"950000(Nine Lakh Fifty
Thousand)",3,PG-Integrated,Indian Institute of Technology Mandi 
2015-16,145,134,2016-17,0,2018-19,128,85,1000000(Ten Lakh),17,PG-Integrated,Indian Institute of Technology Mandi 
2014-15,120,112,2015-16,0,2017-18,110,86,"950000(Nine Lakh Fifty
Thousand)",3,"PG [6 Year
Program(s)]",Indian Institute of Technology Mandi 
2015-16,145,134,2016-17,0,2018-19,128,85,1000000(Ten Lakh),17,"PG [6 Year
Program(s)]",Indian Institute of Technology Mandi 
2015-16,0,0,2016-17,0,2017-18,0,0,0(Zero),0,"UG [3 Years
Program(s)]",University of Kashmir 
2016-17,0,0,2017-18,0,2018-19,0,0,0(Zero),0,"UG [3 Years
Program(s)]",University of Kashmir 
2017-18,65,65,2018-19,0,2019-20,61,20,800000(Eight Lacs),15,"UG [3 Years
Program(s)]",University of Kashmir 
2015-16,0,0,2016-17,0,2017-18,0,0,0(Zero),0,"UG [4 Years
Program(s)]",University of Kashmir 
2016-17,0,0,2017-18,0,2018-19,0,0,0(Zero),0,"UG [4 Years
Program(s)]",University of Kashmir 
2017-18,65,65,2018-19,0,2019-20,61,20,800000(Eight Lacs),15,"UG [4 Years
Program(s)]",University of Kashmir 
2015-16,0,0,2016-17,0,2017-18,0,0,0(Zero),0,"UG [5 Years
Program(s)]",University of Kashmir 
2016-17,0,0,2017-18,0,2018-19,0,0,0(Zero),0,"UG [5 Years
Program(s)]",University of Kashmir 
2017-18,65,65,2018-19,0,2019-20,61,20,800000(Eight Lacs),15,"UG [5 Years
Program(s)]",University of Kashmir 
2015-16,0,0,2016-17,0,2017-18,0,0,0(Zero),0,"PG [2 Year
Program(s)]",University of Kashmir 
2016-17,0,0,2017-18,0,2018-19,0,0,0(Zero),0,"PG [2 Year
Program(s)]",University of Kashmir 
2017-18,65,65,2018-19,0,2019-20,61,20,800000(Eight Lacs),15,"PG [2 Year
Program(s)]",University of Kashmir 
2015-16,0,0,2016-17,0,2017-18,0,0,0(Zero),0,"PG [3 Year
Program(s)]",University of Kashmir 
2016-17,0,0,2017-18,0,2018-19,0,0,0(Zero),0,"PG [3 Year
Program(s)]",University of Kashmir 
2017-18,65,65,2018-19,0,2019-20,61,20,800000(Eight Lacs),15,"PG [3 Year
Program(s)]",University of Kashmir 
2015-16,0,0,2016-17,0,2017-18,0,0,0(Zero),0,PG-Integrated,University of Kashmir 
2016-17,0,0,2017-18,0,2018-19,0,0,0(Zero),0,PG-Integrated,University of Kashmir 
2017-18,65,65,2018-19,0,2019-20,61,20,800000(Eight Lacs),15,PG-Integrated,University of Kashmir 
2014-15,841,834,2015-16,0,2017-18,826,654,"710000(Seven Lakh
Ten Thousand Only)",26,"UG [4 Years
Program(s)]",Indian Institute of Technology (Indian School of Mines) 
2015-16,814,782,2016-17,0,2018-19,777,614,"840000(Eight Lakh
Forty Thousand Only)",32,"UG [4 Years
Program(s)]",Indian Institute of Technology (Indian School of Mines) 
2016-17,824,798,2017-18,0,2019-20,745,537,"1100000(Eleven Lakh
Only)",14,"UG [4 Years
Program(s)]",Indian Institute of Technology (Indian School of Mines) 
2014-15,841,834,2015-16,0,2017-18,826,654,"710000(Seven Lakh
Ten Thousand Only)",26,"UG [5 Years
Program(s)]",Indian Institute of Technology (Indian School of Mines) 
2015-16,814,782,2016-17,0,2018-19,777,614,"840000(Eight Lakh
Forty Thousand Only)",32,"UG [5 Years
Program(s)]",Indian Institute of Technology (Indian School of Mines) 
2016-17,824,798,2017-18,0,2019-20,745,537,"1100000(Eleven Lakh
Only)",14,"UG [5 Years
Program(s)]",Indian Institute of Technology (Indian School of Mines) 
2014-15,841,834,2015-16,0,2017-18,826,654,"710000(Seven Lakh
Ten Thousand Only)",26,"PG [2 Year
Program(s)]",Indian Institute of Technology (Indian School of Mines) 
2015-16,814,782,2016-17,0,2018-19,777,614,"840000(Eight Lakh
Forty Thousand Only)",32,"PG [2 Year
Program(s)]",Indian Institute of Technology (Indian School of Mines) 
2016-17,824,798,2017-18,0,2019-20,745,537,"1100000(Eleven Lakh
Only)",14,"PG [2 Year
Program(s)]",Indian Institute of Technology (Indian School of Mines) 
2014-15,841,834,2015-16,0,2017-18,826,654,"710000(Seven Lakh
Ten Thousand Only)",26,"PG [3 Year
Program(s)]",Indian Institute of Technology (Indian School of Mines) 
2015-16,814,782,2016-17,0,2018-19,777,614,"840000(Eight Lakh
Forty Thousand Only)",32,"PG [3 Year
Program(s)]",Indian Institute of Technology (Indian School of Mines) 
2016-17,824,798,2017-18,0,2019-20,745,537,"1100000(Eleven Lakh
Only)",14,"PG [3 Year
Program(s)]",Indian Institute of Technology (Indian School of Mines) 
2014-15,120,107,2015-16,0,2017-18,86,10,"1250000(Twelve Lakh
Fifty Thousand)",74,"UG [4 Years
Program(s)]",Indian Institute of Science 
2015-16,120,116,2016-17,0,2018-19,98,3,"1150000(Eleven Lakh
Fifty Thousand)",95,"UG [4 Years
Program(s)]",Indian Institute of Science 
2016-17,120,115,2017-18,0,2019-20,83,12,1000000(Ten Lakh),71,"UG [4 Years
Program(s)]",Indian Institute of Science 
2014-15,120,107,2015-16,0,2017-18,86,10,"1250000(Twelve Lakh
Fifty Thousand)",74,"PG [2 Year
Program(s)]",Indian Institute of Science 
2015-16,120,116,2016-17,0,2018-19,98,3,"1150000(Eleven Lakh
Fifty Thousand)",95,"PG [2 Year
Program(s)]",Indian Institute of Science 
2016-17,120,115,2017-18,0,2019-20,83,12,1000000(Ten Lakh),71,"PG [2 Year
Program(s)]",Indian Institute of Science 
2014-15,120,107,2015-16,0,2017-18,86,10,"1250000(Twelve Lakh
Fifty Thousand)",74,"PG [3 Year
Program(s)]",Indian Institute of Science 
2015-16,120,116,2016-17,0,2018-19,98,3,"1150000(Eleven Lakh
Fifty Thousand)",95,"PG [3 Year
Program(s)]",Indian Institute of Science 
2016-17,120,115,2017-18,0,2019-20,83,12,1000000(Ten Lakh),71,"PG [3 Year
Program(s)]",Indian Institute of Science 
2015-16,240,234,2016-17,1,2017-18,233,144,"489905(Four lakhs
eighty nine thousand
nine hundred and five
only)",89,"UG [3 Years
Program(s)]",JSS Academy of Higher Education and Research 
2016-17,190,190,2017-18,3,2018-19,193,123,"646000(Six lakhs forty
six thousand only)",70,"UG [3 Years
Program(s)]",JSS Academy of Higher Education and Research 
2017-18,240,240,2018-19,2,2019-20,242,151,"756000(Seven lakhs
fifty six thousand only)",91,"UG [3 Years
Program(s)]",JSS Academy of Higher Education and Research 
2015-16,240,234,2016-17,1,2017-18,233,144,"489905(Four lakhs
eighty nine thousand
nine hundred and five
only)",89,"UG [4 Years
Program(s)]",JSS Academy of Higher Education and Research 
2016-17,190,190,2017-18,3,2018-19,193,123,"646000(Six lakhs forty
six thousand only)",70,"UG [4 Years
Program(s)]",JSS Academy of Higher Education and Research 
2017-18,240,240,2018-19,2,2019-20,242,151,"756000(Seven lakhs
fifty six thousand only)",91,"UG [4 Years
Program(s)]",JSS Academy of Higher Education and Research 
2015-16,240,234,2016-17,1,2017-18,233,144,"489905(Four lakhs
eighty nine thousand
nine hundred and five
only)",89,"UG [5 Years
Program(s)]",JSS Academy of Higher Education and Research 
2016-17,190,190,2017-18,3,2018-19,193,123,"646000(Six lakhs forty
six thousand only)",70,"UG [5 Years
Program(s)]",JSS Academy of Higher Education and Research 
2017-18,240,240,2018-19,2,2019-20,242,151,"756000(Seven lakhs
fifty six thousand only)",91,"UG [5 Years
Program(s)]",JSS Academy of Higher Education and Research 
2015-16,240,234,2016-17,1,2017-18,233,144,"489905(Four lakhs
eighty nine thousand
nine hundred and five
only)",89,"PG [2 Year
Program(s)]",JSS Academy of Higher Education and Research 
2016-17,190,190,2017-18,3,2018-19,193,123,"646000(Six lakhs forty
six thousand only)",70,"PG [2 Year
Program(s)]",JSS Academy of Higher Education and Research 
2017-18,240,240,2018-19,2,2019-20,242,151,"756000(Seven lakhs
fifty six thousand only)",91,"PG [2 Year
Program(s)]",JSS Academy of Higher Education and Research 
2015-16,240,234,2016-17,1,2017-18,233,144,"489905(Four lakhs
eighty nine thousand
nine hundred and five
only)",89,"PG [3 Year
Program(s)]",JSS Academy of Higher Education and Research 
2016-17,190,190,2017-18,3,2018-19,193,123,"646000(Six lakhs forty
six thousand only)",70,"PG [3 Year
Program(s)]",JSS Academy of Higher Education and Research 
2017-18,240,240,2018-19,2,2019-20,242,151,"756000(Seven lakhs
fifty six thousand only)",91,"PG [3 Year
Program(s)]",JSS Academy of Higher Education and Research 
2015-16,240,234,2016-17,1,2017-18,233,144,"489905(Four lakhs
eighty nine thousand
nine hundred and five
only)",89,"PG [6 Year
Program(s)]",JSS Academy of Higher Education and Research 
2016-17,190,190,2017-18,3,2018-19,193,123,"646000(Six lakhs forty
six thousand only)",70,"PG [6 Year
Program(s)]",JSS Academy of Higher Education and Research 
2017-18,240,240,2018-19,2,2019-20,242,151,"756000(Seven lakhs
fifty six thousand only)",91,"PG [6 Year
Program(s)]",JSS Academy of Higher Education and Research 
2015-16,620,529,2016-17,0,2017-18,413,140,"445500(Four Lakhs
Forty Five Thousand
Five Hundred )",267,"UG [3 Years
Program(s)]",Manipal Academy of Higher Education 
2016-17,705,657,2017-18,0,2018-19,510,235,"446200(Four Lakhs
Forty Six Thousand
Two Hundred )",231,"UG [3 Years
Program(s)]",Manipal Academy of Higher Education 
2017-18,853,797,2018-19,0,2019-20,679,170,300000(Three Lakhs ),483,"UG [3 Years
Program(s)]",Manipal Academy of Higher Education 
2015-16,620,529,2016-17,0,2017-18,413,140,"445500(Four Lakhs
Forty Five Thousand
Five Hundred )",267,"UG [4 Years
Program(s)]",Manipal Academy of Higher Education 
2016-17,705,657,2017-18,0,2018-19,510,235,"446200(Four Lakhs
Forty Six Thousand
Two Hundred )",231,"UG [4 Years
Program(s)]",Manipal Academy of Higher Education 
2017-18,853,797,2018-19,0,2019-20,679,170,300000(Three Lakhs ),483,"UG [4 Years
Program(s)]",Manipal Academy of Higher Education 
2015-16,620,529,2016-17,0,2017-18,413,140,"445500(Four Lakhs
Forty Five Thousand
Five Hundred )",267,"UG [5 Years
Program(s)]",Manipal Academy of Higher Education 
2016-17,705,657,2017-18,0,2018-19,510,235,"446200(Four Lakhs
Forty Six Thousand
Two Hundred )",231,"UG [5 Years
Program(s)]",Manipal Academy of Higher Education 
2017-18,853,797,2018-19,0,2019-20,679,170,300000(Three Lakhs ),483,"UG [5 Years
Program(s)]",Manipal Academy of Higher Education 
2015-16,620,529,2016-17,0,2017-18,413,140,"445500(Four Lakhs
Forty Five Thousand
Five Hundred )",267,"PG [1 Year
Program(s)]",Manipal Academy of Higher Education 
2016-17,705,657,2017-18,0,2018-19,510,235,"446200(Four Lakhs
Forty Six Thousand
Two Hundred )",231,"PG [1 Year
Program(s)]",Manipal Academy of Higher Education 
2017-18,853,797,2018-19,0,2019-20,679,170,300000(Three Lakhs ),483,"PG [1 Year
Program(s)]",Manipal Academy of Higher Education 
2015-16,620,529,2016-17,0,2017-18,413,140,"445500(Four Lakhs
Forty Five Thousand
Five Hundred )",267,"PG [2 Year
Program(s)]",Manipal Academy of Higher Education 
2016-17,705,657,2017-18,0,2018-19,510,235,"446200(Four Lakhs
Forty Six Thousand
Two Hundred )",231,"PG [2 Year
Program(s)]",Manipal Academy of Higher Education 
2017-18,853,797,2018-19,0,2019-20,679,170,300000(Three Lakhs ),483,"PG [2 Year
Program(s)]",Manipal Academy of Higher Education 
2015-16,620,529,2016-17,0,2017-18,413,140,"445500(Four Lakhs
Forty Five Thousand
Five Hundred )",267,"PG [3 Year
Program(s)]",Manipal Academy of Higher Education 
2016-17,705,657,2017-18,0,2018-19,510,235,"446200(Four Lakhs
Forty Six Thousand
Two Hundred )",231,"PG [3 Year
Program(s)]",Manipal Academy of Higher Education 
2017-18,853,797,2018-19,0,2019-20,679,170,300000(Three Lakhs ),483,"PG [3 Year
Program(s)]",Manipal Academy of Higher Education 
2015-16,620,529,2016-17,0,2017-18,413,140,"445500(Four Lakhs
Forty Five Thousand
Five Hundred )",267,"PG [6 Year
Program(s)]",Manipal Academy of Higher Education 
2016-17,705,657,2017-18,0,2018-19,510,235,"446200(Four Lakhs
Forty Six Thousand
Two Hundred )",231,"PG [6 Year
Program(s)]",Manipal Academy of Higher Education 
2017-18,853,797,2018-19,0,2019-20,679,170,300000(Three Lakhs ),483,"PG [6 Year
Program(s)]",Manipal Academy of Higher Education 
2013-14,60,60,2014-15,0,2017-18,55,35,"240000(Two Lakh
Forty thousands)",5,"UG [5 Years
Program(s)]",Mysore University 
2014-15,38,22,2015-16,0,2018-19,20,12,"360000(Three Lakh
Sixty thousand)",6,"UG [5 Years
Program(s)]",Mysore University 
2015-16,38,37,2016-17,0,2019-20,36,26,"360000(Three Lakh
Sixty Thousand)",8,"UG [5 Years
Program(s)]",Mysore University 
2013-14,60,60,2014-15,0,2017-18,55,35,"240000(Two Lakh
Forty thousands)",5,"PG [1 Year
Program(s)]",Mysore University 
2014-15,38,22,2015-16,0,2018-19,20,12,"360000(Three Lakh
Sixty thousand)",6,"PG [1 Year
Program(s)]",Mysore University 
2015-16,38,37,2016-17,0,2019-20,36,26,"360000(Three Lakh
Sixty Thousand)",8,"PG [1 Year
Program(s)]",Mysore University 
2013-14,60,60,2014-15,0,2017-18,55,35,"240000(Two Lakh
Forty thousands)",5,"PG [2 Year
Program(s)]",Mysore University 
2014-15,38,22,2015-16,0,2018-19,20,12,"360000(Three Lakh
Sixty thousand)",6,"PG [2 Year
Program(s)]",Mysore University 
2015-16,38,37,2016-17,0,2019-20,36,26,"360000(Three Lakh
Sixty Thousand)",8,"PG [2 Year
Program(s)]",Mysore University 
2013-14,60,60,2014-15,0,2017-18,55,35,"240000(Two Lakh
Forty thousands)",5,"PG [3 Year
Program(s)]",Mysore University 
2014-15,38,22,2015-16,0,2018-19,20,12,"360000(Three Lakh
Sixty thousand)",6,"PG [3 Year
Program(s)]",Mysore University 
2015-16,38,37,2016-17,0,2019-20,36,26,"360000(Three Lakh
Sixty Thousand)",8,"PG [3 Year
Program(s)]",Mysore University 
2014-15,868,836,2015-16,0,2017-18,820,721,"710000(Seven lakh ten
thousand)",73,"UG [4 Years
Program(s)]",National Institute of Technology Karnataka 
2015-16,868,825,2016-17,0,2018-19,787,692,800000(Eight lakh),92,"UG [4 Years
Program(s)]",National Institute of Technology Karnataka 
2016-17,740,796,2017-18,0,2019-20,756,632,"986000(Nine lakh
eighty six thousand)",114,"UG [4 Years
Program(s)]",National Institute of Technology Karnataka 
2014-15,868,836,2015-16,0,2017-18,820,721,"710000(Seven lakh ten
thousand)",73,"PG [2 Year
Program(s)]",National Institute of Technology Karnataka 
2015-16,868,825,2016-17,0,2018-19,787,692,800000(Eight lakh),92,"PG [2 Year
Program(s)]",National Institute of Technology Karnataka 
2016-17,740,796,2017-18,0,2019-20,756,632,"986000(Nine lakh
eighty six thousand)",114,"PG [2 Year
Program(s)]",National Institute of Technology Karnataka 
2014-15,868,836,2015-16,0,2017-18,820,721,"710000(Seven lakh ten
thousand)",73,"PG [3 Year
Program(s)]",National Institute of Technology Karnataka 
2015-16,868,825,2016-17,0,2018-19,787,692,800000(Eight lakh),92,"PG [3 Year
Program(s)]",National Institute of Technology Karnataka 
2016-17,740,796,2017-18,0,2019-20,756,632,"986000(Nine lakh
eighty six thousand)",114,"PG [3 Year
Program(s)]",National Institute of Technology Karnataka 
2015-16,55,55,2016-17,0,2017-18,44,7,"321000(Rupees Three
Lakh Twenty One
Thousand Only)",26,"UG [3 Years
Program(s)]",Calicut University 
2016-17,55,52,2017-18,0,2018-19,40,8,"321000(Rupees Three
Lakh Twenty One
Thousand Only)",26,"UG [3 Years
Program(s)]",Calicut University 
2017-18,55,53,2018-19,0,2019-20,37,6,"381000(Rupees Three
Lakh Eighty One
Thousand Only)",25,"UG [3 Years
Program(s)]",Calicut University 
2015-16,55,55,2016-17,0,2017-18,44,7,"321000(Rupees Three
Lakh Twenty One
Thousand Only)",26,"PG [1 Year
Program(s)]",Calicut University 
2016-17,55,52,2017-18,0,2018-19,40,8,"321000(Rupees Three
Lakh Twenty One
Thousand Only)",26,"PG [1 Year
Program(s)]",Calicut University 
2017-18,55,53,2018-19,0,2019-20,37,6,"381000(Rupees Three
Lakh Eighty One
Thousand Only)",25,"PG [1 Year
Program(s)]",Calicut University 
2015-16,55,55,2016-17,0,2017-18,44,7,"321000(Rupees Three
Lakh Twenty One
Thousand Only)",26,"PG [2 Year
Program(s)]",Calicut University 
2016-17,55,52,2017-18,0,2018-19,40,8,"321000(Rupees Three
Lakh Twenty One
Thousand Only)",26,"PG [2 Year
Program(s)]",Calicut University 
2017-18,55,53,2018-19,0,2019-20,37,6,"381000(Rupees Three
Lakh Eighty One
Thousand Only)",25,"PG [2 Year
Program(s)]",Calicut University 
2015-16,55,55,2016-17,0,2017-18,44,7,"321000(Rupees Three
Lakh Twenty One
Thousand Only)",26,"PG [3 Year
Program(s)]",Calicut University 
2016-17,55,52,2017-18,0,2018-19,40,8,"321000(Rupees Three
Lakh Twenty One
Thousand Only)",26,"PG [3 Year
Program(s)]",Calicut University 
2017-18,55,53,2018-19,0,2019-20,37,6,"381000(Rupees Three
Lakh Eighty One
Thousand Only)",25,"PG [3 Year
Program(s)]",Calicut University 
2015-16,0,0,2016-17,0,2017-18,0,0,0(Zero),0,"UG [3 Years
Program(s)]",Cochin University of Science and Technology 
2016-17,0,0,2017-18,0,2018-19,0,0,0(Zero),0,"UG [3 Years
Program(s)]",Cochin University of Science and Technology 
2017-18,0,0,2018-19,0,2019-20,0,0,0(Zero),0,"UG [3 Years
Program(s)]",Cochin University of Science and Technology 
2015-16,0,0,2016-17,0,2017-18,0,0,0(Zero),0,"UG [4 Years
Program(s)]",Cochin University of Science and Technology 
2016-17,0,0,2017-18,0,2018-19,0,0,0(Zero),0,"UG [4 Years
Program(s)]",Cochin University of Science and Technology 
2017-18,0,0,2018-19,0,2019-20,0,0,0(Zero),0,"UG [4 Years
Program(s)]",Cochin University of Science and Technology 
2015-16,0,0,2016-17,0,2017-18,0,0,0(Zero),0,"UG [5 Years
Program(s)]",Cochin University of Science and Technology 
2016-17,0,0,2017-18,0,2018-19,0,0,0(Zero),0,"UG [5 Years
Program(s)]",Cochin University of Science and Technology 
2017-18,0,0,2018-19,0,2019-20,0,0,0(Zero),0,"UG [5 Years
Program(s)]",Cochin University of Science and Technology 
2015-16,0,0,2016-17,0,2017-18,0,0,0(Zero),0,"PG [1 Year
Program(s)]",Cochin University of Science and Technology 
2016-17,0,0,2017-18,0,2018-19,0,0,0(Zero),0,"PG [1 Year
Program(s)]",Cochin University of Science and Technology 
2017-18,0,0,2018-19,0,2019-20,0,0,0(Zero),0,"PG [1 Year
Program(s)]",Cochin University of Science and Technology 
2015-16,0,0,2016-17,0,2017-18,0,0,0(Zero),0,"PG [2 Year
Program(s)]",Cochin University of Science and Technology 
2016-17,0,0,2017-18,0,2018-19,0,0,0(Zero),0,"PG [2 Year
Program(s)]",Cochin University of Science and Technology 
2017-18,0,0,2018-19,0,2019-20,0,0,0(Zero),0,"PG [2 Year
Program(s)]",Cochin University of Science and Technology 
2015-16,0,0,2016-17,0,2017-18,0,0,0(Zero),0,"PG [3 Year
Program(s)]",Cochin University of Science and Technology 
2016-17,0,0,2017-18,0,2018-19,0,0,0(Zero),0,"PG [3 Year
Program(s)]",Cochin University of Science and Technology 
2017-18,0,0,2018-19,0,2019-20,0,0,0(Zero),0,"PG [3 Year
Program(s)]",Cochin University of Science and Technology 
2015-16,0,0,2016-17,0,2017-18,0,0,0(Zero),0,PG-Integrated,Cochin University of Science and Technology 
2016-17,0,0,2017-18,0,2018-19,0,0,0(Zero),0,PG-Integrated,Cochin University of Science and Technology 
2017-18,0,0,2018-19,0,2019-20,0,0,0(Zero),0,PG-Integrated,Cochin University of Science and Technology 
2013-14,30,25,2014-15,0,2017-18,14,10,"92181(Ninety Two
Thousand One
Hundred and Eighty
One)",2,"UG [5 Years
Program(s)]",Mahatma Gandhi University 
2014-15,30,25,2015-16,0,2018-19,24,5,"96000(Ninety Six
Thousand)",3,"UG [5 Years
Program(s)]",Mahatma Gandhi University 
2015-16,30,31,2016-17,0,2019-20,24,0,0(Zero),13,"UG [5 Years
Program(s)]",Mahatma Gandhi University 
2013-14,30,25,2014-15,0,2017-18,14,10,"92181(Ninety Two
Thousand One
Hundred and Eighty
One)",2,"PG [1 Year
Program(s)]",Mahatma Gandhi University 
2014-15,30,25,2015-16,0,2018-19,24,5,"96000(Ninety Six
Thousand)",3,"PG [1 Year
Program(s)]",Mahatma Gandhi University 
2015-16,30,31,2016-17,0,2019-20,24,0,0(Zero),13,"PG [1 Year
Program(s)]",Mahatma Gandhi University 
2013-14,30,25,2014-15,0,2017-18,14,10,"92181(Ninety Two
Thousand One
Hundred and Eighty
One)",2,"PG [2 Year
Program(s)]",Mahatma Gandhi University 
2014-15,30,25,2015-16,0,2018-19,24,5,"96000(Ninety Six
Thousand)",3,"PG [2 Year
Program(s)]",Mahatma Gandhi University 
2015-16,30,31,2016-17,0,2019-20,24,0,0(Zero),13,"PG [2 Year
Program(s)]",Mahatma Gandhi University 
2014-15,0,0,2015-16,0,2017-18,0,0,0(Zero),0,"UG [4 Years
Program(s)]",Indian Institute of Science Education & Research Bhopal 
2015-16,0,0,2016-17,0,2018-19,0,0,0(Zero),0,"UG [4 Years
Program(s)]",Indian Institute of Science Education & Research Bhopal 
2016-17,0,0,2017-18,0,2019-20,0,0,0(Zero),0,"UG [4 Years
Program(s)]",Indian Institute of Science Education & Research Bhopal 
2014-15,0,0,2015-16,0,2017-18,0,0,0(Zero),0,"UG [5 Years
Program(s)]",Indian Institute of Science Education & Research Bhopal 
2015-16,0,0,2016-17,0,2018-19,0,0,0(Zero),0,"UG [5 Years
Program(s)]",Indian Institute of Science Education & Research Bhopal 
2016-17,0,0,2017-18,0,2019-20,0,0,0(Zero),0,"UG [5 Years
Program(s)]",Indian Institute of Science Education & Research Bhopal 
2014-15,120,117,2015-16,0,2017-18,111,76,1000000(Ten Lakh),15,"UG [4 Years
Program(s)]",Indian Institute of Technology Indore 
2015-16,120,111,2016-17,0,2018-19,102,74,"1300000(Thirteen
Lakh)",15,"UG [4 Years
Program(s)]",Indian Institute of Technology Indore 
2016-17,260,258,2017-18,0,2019-20,226,136,"1650000(Sixteen Lakh
Fifty Thousand)",19,"UG [4 Years
Program(s)]",Indian Institute of Technology Indore 
2014-15,120,117,2015-16,0,2017-18,111,76,1000000(Ten Lakh),15,"PG [2 Year
Program(s)]",Indian Institute of Technology Indore 
2015-16,120,111,2016-17,0,2018-19,102,74,"1300000(Thirteen
Lakh)",15,"PG [2 Year
Program(s)]",Indian Institute of Technology Indore 
2016-17,260,258,2017-18,0,2019-20,226,136,"1650000(Sixteen Lakh
Fifty Thousand)",19,"PG [2 Year
Program(s)]",Indian Institute of Technology Indore 
2015-16,70,19,2016-17,21,2017-18,40,35,"270000(Two Lakh
Seventy Thousand)",5,"UG [3 Years
Program(s)]",Datta Meghe Institute of Medical Sciences 
2016-17,70,20,2017-18,32,2018-19,50,43,"318000(Three Lakh
Eighteen Thousand)",5,"UG [3 Years
Program(s)]",Datta Meghe Institute of Medical Sciences 
2017-18,100,49,2018-19,49,2019-20,86,81,"378000(Three Lakh
Seventy Eight
Thousand )",5,"UG [3 Years
Program(s)]",Datta Meghe Institute of Medical Sciences 
