Academic Year,"No. of first year
students intake in the
year","No. of first year
students admitted in
the year",Academic Year,"No. of students
admitted through
Lateral entry",Academic Year,"No. of students
graduating in
minimum stipulated
time","No. of students
placed","Median salary of
placed
graduates(Amount in
Rs.)","No. of students
selected for Higher
Studies",Program_name,Institute
2013-14,868,827,2014-15,0,2016-17,792,685,"730000(Seven Lakh
Thirty Thousand)",92,"PG [3 Year
Program(s)]", National Institute of Technology Karnataka 
2014-15,868,830,2015-16,0,2017-18,820,644,"710000(Seven Lakh
Ten Thousand)",73,"PG [3 Year
Program(s)]", National Institute of Technology Karnataka 
2013-14,70,22,2014-15,0,2015-16,19,3,"240000(Two Lakh
Forty Thousand)",8,"UG [3 Years
Program(s)]", NITTE 
2014-15,70,42,2015-16,0,2016-17,35,4,"186000(One Lakh
Eighty Six Thousand)",17,"UG [3 Years
Program(s)]", NITTE 
2015-16,90,81,2016-17,0,2017-18,72,6,"190000(One Lakh
Ninety Thousand)",48,"UG [3 Years
Program(s)]", NITTE 
2013-14,70,22,2014-15,0,2015-16,19,3,"240000(Two Lakh
Forty Thousand)",8,"UG [4 Years
Program(s)]", NITTE 
2014-15,70,42,2015-16,0,2016-17,35,4,"186000(One Lakh
Eighty Six Thousand)",17,"UG [4 Years
Program(s)]", NITTE 
2015-16,90,81,2016-17,0,2017-18,72,6,"190000(One Lakh
Ninety Thousand)",48,"UG [4 Years
Program(s)]", NITTE 
2013-14,70,22,2014-15,0,2015-16,19,3,"240000(Two Lakh
Forty Thousand)",8,"UG [5 Years
Program(s)]", NITTE 
2014-15,70,42,2015-16,0,2016-17,35,4,"186000(One Lakh
Eighty Six Thousand)",17,"UG [5 Years
Program(s)]", NITTE 
2015-16,90,81,2016-17,0,2017-18,72,6,"190000(One Lakh
Ninety Thousand)",48,"UG [5 Years
Program(s)]", NITTE 
2013-14,70,22,2014-15,0,2015-16,19,3,"240000(Two Lakh
Forty Thousand)",8,"PG [2 Year
Program(s)]", NITTE 
2014-15,70,42,2015-16,0,2016-17,35,4,"186000(One Lakh
Eighty Six Thousand)",17,"PG [2 Year
Program(s)]", NITTE 
2015-16,90,81,2016-17,0,2017-18,72,6,"190000(One Lakh
Ninety Thousand)",48,"PG [2 Year
Program(s)]", NITTE 
2013-14,70,22,2014-15,0,2015-16,19,3,"240000(Two Lakh
Forty Thousand)",8,"PG [3 Year
Program(s)]", NITTE 
2014-15,70,42,2015-16,0,2016-17,35,4,"186000(One Lakh
Eighty Six Thousand)",17,"PG [3 Year
Program(s)]", NITTE 
2015-16,90,81,2016-17,0,2017-18,72,6,"190000(One Lakh
Ninety Thousand)",48,"PG [3 Year
Program(s)]", NITTE 
2013-14,70,22,2014-15,0,2015-16,19,3,"240000(Two Lakh
Forty Thousand)",8,"PG [6 Year
Program(s)]", NITTE 
2014-15,70,42,2015-16,0,2016-17,35,4,"186000(One Lakh
Eighty Six Thousand)",17,"PG [6 Year
Program(s)]", NITTE 
2015-16,90,81,2016-17,0,2017-18,72,6,"190000(One Lakh
Ninety Thousand)",48,"PG [6 Year
Program(s)]", NITTE 
2013-14,70,22,2014-15,0,2015-16,19,3,"240000(Two Lakh
Forty Thousand)",8,"UG [6 Year
Program(s)]", NITTE 
2014-15,70,42,2015-16,0,2016-17,35,4,"186000(One Lakh
Eighty Six Thousand)",17,"UG [6 Year
Program(s)]", NITTE 
2015-16,90,81,2016-17,0,2017-18,72,6,"190000(One Lakh
Ninety Thousand)",48,"UG [6 Year
Program(s)]", NITTE 
2013-14,15,15,2014-15,0,2015-16,13,0,0(Zero),13,"UG [3 Years
Program(s)]", Calicut University 
2014-15,15,15,2015-16,0,2016-17,13,0,0(Zero),13,"UG [3 Years
Program(s)]", Calicut University 
2015-16,55,55,2016-17,0,2017-18,52,0,0(Zero),45,"UG [3 Years
Program(s)]", Calicut University 
2013-14,15,15,2014-15,0,2015-16,13,0,0(Zero),13,"PG [2 Year
Program(s)]", Calicut University 
2014-15,15,15,2015-16,0,2016-17,13,0,0(Zero),13,"PG [2 Year
Program(s)]", Calicut University 
2015-16,55,55,2016-17,0,2017-18,52,0,0(Zero),45,"PG [2 Year
Program(s)]", Calicut University 
2013-14,48,48,2014-15,0,2015-16,38,0,0(Zero),0,"UG [3 Years
Program(s)]", Cochin University of Science and Technology 
2014-15,40,40,2015-16,0,2016-17,31,0,0(Zero),0,"UG [3 Years
Program(s)]", Cochin University of Science and Technology 
2015-16,40,40,2016-17,0,2017-18,30,0,0(Zero),2,"UG [3 Years
Program(s)]", Cochin University of Science and Technology 
2013-14,48,48,2014-15,0,2015-16,38,0,0(Zero),0,"UG [4 Years
Program(s)]", Cochin University of Science and Technology 
2014-15,40,40,2015-16,0,2016-17,31,0,0(Zero),0,"UG [4 Years
Program(s)]", Cochin University of Science and Technology 
2015-16,40,40,2016-17,0,2017-18,30,0,0(Zero),2,"UG [4 Years
Program(s)]", Cochin University of Science and Technology 
2013-14,48,48,2014-15,0,2015-16,38,0,0(Zero),0,"UG [5 Years
Program(s)]", Cochin University of Science and Technology 
2014-15,40,40,2015-16,0,2016-17,31,0,0(Zero),0,"UG [5 Years
Program(s)]", Cochin University of Science and Technology 
2015-16,40,40,2016-17,0,2017-18,30,0,0(Zero),2,"UG [5 Years
Program(s)]", Cochin University of Science and Technology 
2013-14,48,48,2014-15,0,2015-16,38,0,0(Zero),0,"PG [1 Year
Program(s)]", Cochin University of Science and Technology 
2014-15,40,40,2015-16,0,2016-17,31,0,0(Zero),0,"PG [1 Year
Program(s)]", Cochin University of Science and Technology 
2015-16,40,40,2016-17,0,2017-18,30,0,0(Zero),2,"PG [1 Year
Program(s)]", Cochin University of Science and Technology 
2013-14,48,48,2014-15,0,2015-16,38,0,0(Zero),0,"PG [2 Year
Program(s)]", Cochin University of Science and Technology 
2014-15,40,40,2015-16,0,2016-17,31,0,0(Zero),0,"PG [2 Year
Program(s)]", Cochin University of Science and Technology 
2015-16,40,40,2016-17,0,2017-18,30,0,0(Zero),2,"PG [2 Year
Program(s)]", Cochin University of Science and Technology 
2013-14,48,48,2014-15,0,2015-16,38,0,0(Zero),0,"PG [3 Year
Program(s)]", Cochin University of Science and Technology 
2014-15,40,40,2015-16,0,2016-17,31,0,0(Zero),0,"PG [3 Year
Program(s)]", Cochin University of Science and Technology 
2015-16,40,40,2016-17,0,2017-18,30,0,0(Zero),2,"PG [3 Year
Program(s)]", Cochin University of Science and Technology 
2013-14,48,48,2014-15,0,2015-16,38,0,0(Zero),0,PG-Integrated, Cochin University of Science and Technology 
2014-15,40,40,2015-16,0,2016-17,31,0,0(Zero),0,PG-Integrated, Cochin University of Science and Technology 
2015-16,40,40,2016-17,0,2017-18,30,0,0(Zero),2,PG-Integrated, Cochin University of Science and Technology 
2013-14,50,50,2014-15,0,2015-16,45,18,"180000(One lakh
eighty thousand)",11,"UG [3 Years
Program(s)]", Mahatma Gandhi University 
2014-15,50,50,2015-16,0,2016-17,48,19,"180000(One lakh
eighty thousand)",8,"UG [3 Years
Program(s)]", Mahatma Gandhi University 
2015-16,50,50,2016-17,0,2017-18,17,13,"92181(Ninety two
thousand one hundred
and eighty one)",3,"UG [3 Years
Program(s)]", Mahatma Gandhi University 
2013-14,50,50,2014-15,0,2015-16,45,18,"180000(One lakh
eighty thousand)",11,"UG [5 Years
Program(s)]", Mahatma Gandhi University 
2014-15,50,50,2015-16,0,2016-17,48,19,"180000(One lakh
eighty thousand)",8,"UG [5 Years
Program(s)]", Mahatma Gandhi University 
2015-16,50,50,2016-17,0,2017-18,17,13,"92181(Ninety two
thousand one hundred
and eighty one)",3,"UG [5 Years
Program(s)]", Mahatma Gandhi University 
2013-14,50,50,2014-15,0,2015-16,45,18,"180000(One lakh
eighty thousand)",11,"PG [1 Year
Program(s)]", Mahatma Gandhi University 
2014-15,50,50,2015-16,0,2016-17,48,19,"180000(One lakh
eighty thousand)",8,"PG [1 Year
Program(s)]", Mahatma Gandhi University 
2015-16,50,50,2016-17,0,2017-18,17,13,"92181(Ninety two
thousand one hundred
and eighty one)",3,"PG [1 Year
Program(s)]", Mahatma Gandhi University 
2013-14,50,50,2014-15,0,2015-16,45,18,"180000(One lakh
eighty thousand)",11,"PG [2 Year
Program(s)]", Mahatma Gandhi University 
2014-15,50,50,2015-16,0,2016-17,48,19,"180000(One lakh
eighty thousand)",8,"PG [2 Year
Program(s)]", Mahatma Gandhi University 
2015-16,50,50,2016-17,0,2017-18,17,13,"92181(Ninety two
thousand one hundred
and eighty one)",3,"PG [2 Year
Program(s)]", Mahatma Gandhi University 
2013-14,50,50,2014-15,0,2015-16,45,18,"180000(One lakh
eighty thousand)",11,PG-Integrated, Mahatma Gandhi University 
2014-15,50,50,2015-16,0,2016-17,48,19,"180000(One lakh
eighty thousand)",8,PG-Integrated, Mahatma Gandhi University 
2015-16,50,50,2016-17,0,2017-18,17,13,"92181(Ninety two
thousand one hundred
and eighty one)",3,PG-Integrated, Mahatma Gandhi University 
2011-12,100,83,2012-13,0,2015-16,65,14,600000(Six lakhs),43,"UG [5 Years
Program(s)]", Indian Institute of Science Education & Research Bhopal 
2012-13,120,115,2013-14,0,2016-17,101,29,700000(Seven lakhs),56,"UG [5 Years
Program(s)]", Indian Institute of Science Education & Research Bhopal 
2013-14,150,148,2014-15,0,2017-18,127,22,800000(Eight Lakhs),74,"UG [5 Years
Program(s)]", Indian Institute of Science Education & Research Bhopal 
2013-14,10,6,2014-15,0,2015-16,6,6,"180000(One Lac
Eighty Thousand)",0,"PG [1 Year
Program(s)]", Datta Meghe Institute of Medical Sciences 
2014-15,10,10,2015-16,0,2016-17,10,8,200000(Two Lac),0,"PG [1 Year
Program(s)]", Datta Meghe Institute of Medical Sciences 
2013-14,10,6,2014-15,0,2015-16,6,6,"180000(One Lac
Eighty Thousand)",0,"UG [3 Years
Program(s)]", Datta Meghe Institute of Medical Sciences 
2014-15,10,10,2015-16,0,2016-17,10,8,200000(Two Lac),0,"UG [3 Years
Program(s)]", Datta Meghe Institute of Medical Sciences 
2013-14,10,6,2014-15,0,2015-16,6,6,"180000(One Lac
Eighty Thousand)",0,"UG [4 Years
Program(s)]", Datta Meghe Institute of Medical Sciences 
2014-15,10,10,2015-16,0,2016-17,10,8,200000(Two Lac),0,"UG [4 Years
Program(s)]", Datta Meghe Institute of Medical Sciences 
2013-14,10,6,2014-15,0,2015-16,6,6,"180000(One Lac
Eighty Thousand)",0,"UG [5 Years
Program(s)]", Datta Meghe Institute of Medical Sciences 
2014-15,10,10,2015-16,0,2016-17,10,8,200000(Two Lac),0,"UG [5 Years
Program(s)]", Datta Meghe Institute of Medical Sciences 
2013-14,10,6,2014-15,0,2015-16,6,6,"180000(One Lac
Eighty Thousand)",0,"PG [2 Year
Program(s)]", Datta Meghe Institute of Medical Sciences 
2014-15,10,10,2015-16,0,2016-17,10,8,200000(Two Lac),0,"PG [2 Year
Program(s)]", Datta Meghe Institute of Medical Sciences 
2013-14,10,6,2014-15,0,2015-16,6,6,"180000(One Lac
Eighty Thousand)",0,"PG [3 Year
Program(s)]", Datta Meghe Institute of Medical Sciences 
2014-15,10,10,2015-16,0,2016-17,10,8,200000(Two Lac),0,"PG [3 Year
Program(s)]", Datta Meghe Institute of Medical Sciences 
2011-12,100,82,2012-13,0,2015-16,64,0,0(Zero),42,"UG [5 Years
Program(s)]", Indian Institute of Science Education & Research Pune 
2012-13,120,113,2013-14,0,2016-17,96,0,0(Zero),50,"UG [5 Years
Program(s)]", Indian Institute of Science Education & Research Pune 
2013-14,200,143,2014-15,0,2017-18,115,0,0(Zero),42,"UG [5 Years
Program(s)]", Indian Institute of Science Education & Research Pune 
2012-13,604,554,2013-14,0,2015-16,500,397,"880000(Eight Lakhs
Eighty Thousand)",0,"UG [4 Years
Program(s)]", Indian Institute of Technology Bombay 
2013-14,671,613,2014-15,0,2016-17,549,366,"956757(Nine Lakhs
Fifty Six Thousand
Seven Hundred Fifty
Seven Only)",0,"UG [4 Years
Program(s)]", Indian Institute of Technology Bombay 
2014-15,726,694,2015-16,0,2017-18,586,412,"1011000(Ten Lakhs
Eleven Thousand
Only)",63,"UG [4 Years
Program(s)]", Indian Institute of Technology Bombay 
2012-13,604,554,2013-14,0,2015-16,500,397,"880000(Eight Lakhs
Eighty Thousand)",0,"UG [5 Years
Program(s)]", Indian Institute of Technology Bombay 
2013-14,671,613,2014-15,0,2016-17,549,366,"956757(Nine Lakhs
Fifty Six Thousand
Seven Hundred Fifty
Seven Only)",0,"UG [5 Years
Program(s)]", Indian Institute of Technology Bombay 
2014-15,726,694,2015-16,0,2017-18,586,412,"1011000(Ten Lakhs
Eleven Thousand
Only)",63,"UG [5 Years
Program(s)]", Indian Institute of Technology Bombay 
2012-13,604,554,2013-14,0,2015-16,500,397,"880000(Eight Lakhs
Eighty Thousand)",0,"PG [2 Year
Program(s)]", Indian Institute of Technology Bombay 
2013-14,671,613,2014-15,0,2016-17,549,366,"956757(Nine Lakhs
Fifty Six Thousand
Seven Hundred Fifty
Seven Only)",0,"PG [2 Year
Program(s)]", Indian Institute of Technology Bombay 
2014-15,726,694,2015-16,0,2017-18,586,412,"1011000(Ten Lakhs
Eleven Thousand
Only)",63,"PG [2 Year
Program(s)]", Indian Institute of Technology Bombay 
2012-13,604,554,2013-14,0,2015-16,500,397,"880000(Eight Lakhs
Eighty Thousand)",0,"PG [6 Year
Program(s)]", Indian Institute of Technology Bombay 
2013-14,671,613,2014-15,0,2016-17,549,366,"956757(Nine Lakhs
Fifty Six Thousand
Seven Hundred Fifty
Seven Only)",0,"PG [6 Year
Program(s)]", Indian Institute of Technology Bombay 
2014-15,726,694,2015-16,0,2017-18,586,412,"1011000(Ten Lakhs
Eleven Thousand
Only)",63,"PG [6 Year
Program(s)]", Indian Institute of Technology Bombay 
2012-13,604,554,2013-14,0,2015-16,500,397,"880000(Eight Lakhs
Eighty Thousand)",0,PG-Integrated, Indian Institute of Technology Bombay 
2013-14,671,613,2014-15,0,2016-17,549,366,"956757(Nine Lakhs
Fifty Six Thousand
Seven Hundred Fifty
Seven Only)",0,PG-Integrated, Indian Institute of Technology Bombay 
2014-15,726,694,2015-16,0,2017-18,586,412,"1011000(Ten Lakhs
Eleven Thousand
Only)",63,PG-Integrated, Indian Institute of Technology Bombay 
2012-13,241,252,2013-14,0,2015-16,230,94,"500000(five lakh fifty
thousand rupees)",103,"UG [4 Years
Program(s)]", Institute of Chemical Technology 
2013-14,241,237,2014-15,0,2016-17,219,100,"573000(five lakh
seventy three
thousand rupees)",97,"UG [4 Years
Program(s)]", Institute of Chemical Technology 
2014-15,241,237,2015-16,0,2017-18,234,118,"550000(five lakh fifty
thousand rupees)",107,"UG [4 Years
Program(s)]", Institute of Chemical Technology 
2012-13,241,252,2013-14,0,2015-16,230,94,"500000(five lakh fifty
thousand rupees)",103,"PG [2 Year
Program(s)]", Institute of Chemical Technology 
2013-14,241,237,2014-15,0,2016-17,219,100,"573000(five lakh
seventy three
thousand rupees)",97,"PG [2 Year
Program(s)]", Institute of Chemical Technology 
2014-15,241,237,2015-16,0,2017-18,234,118,"550000(five lakh fifty
thousand rupees)",107,"PG [2 Year
Program(s)]", Institute of Chemical Technology 
2013-14,30,30,2014-15,4,2015-16,25,8,400000(Four Lakhs),9,"UG [3 Years
Program(s)]", Savitribai Phule Pune University 
2014-15,30,30,2015-16,1,2016-17,26,17,"450000(Four Lakh Fifty
Thousand)",5,"UG [3 Years
Program(s)]", Savitribai Phule Pune University 
2015-16,30,30,2016-17,0,2017-18,28,19,"485000(Four Lakh
Eighty five Thousand)",7,"UG [3 Years
Program(s)]", Savitribai Phule Pune University 
2013-14,30,30,2014-15,4,2015-16,25,8,400000(Four Lakhs),9,"PG [1 Year
Program(s)]", Savitribai Phule Pune University 
2014-15,30,30,2015-16,1,2016-17,26,17,"450000(Four Lakh Fifty
Thousand)",5,"PG [1 Year
Program(s)]", Savitribai Phule Pune University 
2015-16,30,30,2016-17,0,2017-18,28,19,"485000(Four Lakh
Eighty five Thousand)",7,"PG [1 Year
Program(s)]", Savitribai Phule Pune University 
2013-14,30,30,2014-15,4,2015-16,25,8,400000(Four Lakhs),9,"PG [2 Year
Program(s)]", Savitribai Phule Pune University 
2014-15,30,30,2015-16,1,2016-17,26,17,"450000(Four Lakh Fifty
Thousand)",5,"PG [2 Year
Program(s)]", Savitribai Phule Pune University 
2015-16,30,30,2016-17,0,2017-18,28,19,"485000(Four Lakh
Eighty five Thousand)",7,"PG [2 Year
Program(s)]", Savitribai Phule Pune University 
2013-14,30,30,2014-15,4,2015-16,25,8,400000(Four Lakhs),9,"PG [3 Year
Program(s)]", Savitribai Phule Pune University 
2014-15,30,30,2015-16,1,2016-17,26,17,"450000(Four Lakh Fifty
Thousand)",5,"PG [3 Year
Program(s)]", Savitribai Phule Pune University 
2015-16,30,30,2016-17,0,2017-18,28,19,"485000(Four Lakh
Eighty five Thousand)",7,"PG [3 Year
Program(s)]", Savitribai Phule Pune University 
2013-14,30,30,2014-15,4,2015-16,25,8,400000(Four Lakhs),9,PG-Integrated, Savitribai Phule Pune University 
2014-15,30,30,2015-16,1,2016-17,26,17,"450000(Four Lakh Fifty
Thousand)",5,PG-Integrated, Savitribai Phule Pune University 
2015-16,30,30,2016-17,0,2017-18,28,19,"485000(Four Lakh
Eighty five Thousand)",7,PG-Integrated, Savitribai Phule Pune University 
2013-14,870,865,2014-15,0,2015-16,617,456,"350000(Three Lakh
Fifty Thousand)",161,"UG [3 Years
Program(s)]", Symbiosis International 
2014-15,930,953,2015-16,0,2016-17,701,577,"404000(Four Lakh
Four Thousand)",124,"UG [3 Years
Program(s)]", Symbiosis International 
2015-16,960,963,2016-17,4,2017-18,897,748,"420000(Four Lakh
Twenty Thousand)",149,"UG [3 Years
Program(s)]", Symbiosis International 
2013-14,870,865,2014-15,0,2015-16,617,456,"350000(Three Lakh
Fifty Thousand)",161,"UG [4 Years
Program(s)]", Symbiosis International 
2014-15,930,953,2015-16,0,2016-17,701,577,"404000(Four Lakh
Four Thousand)",124,"UG [4 Years
Program(s)]", Symbiosis International 
2015-16,960,963,2016-17,4,2017-18,897,748,"420000(Four Lakh
Twenty Thousand)",149,"UG [4 Years
Program(s)]", Symbiosis International 
2013-14,870,865,2014-15,0,2015-16,617,456,"350000(Three Lakh
Fifty Thousand)",161,"UG [5 Years
Program(s)]", Symbiosis International 
2014-15,930,953,2015-16,0,2016-17,701,577,"404000(Four Lakh
Four Thousand)",124,"UG [5 Years
Program(s)]", Symbiosis International 
2015-16,960,963,2016-17,4,2017-18,897,748,"420000(Four Lakh
Twenty Thousand)",149,"UG [5 Years
Program(s)]", Symbiosis International 
2013-14,870,865,2014-15,0,2015-16,617,456,"350000(Three Lakh
Fifty Thousand)",161,"PG [1 Year
Program(s)]", Symbiosis International 
2014-15,930,953,2015-16,0,2016-17,701,577,"404000(Four Lakh
Four Thousand)",124,"PG [1 Year
Program(s)]", Symbiosis International 
2015-16,960,963,2016-17,4,2017-18,897,748,"420000(Four Lakh
Twenty Thousand)",149,"PG [1 Year
Program(s)]", Symbiosis International 
2013-14,870,865,2014-15,0,2015-16,617,456,"350000(Three Lakh
Fifty Thousand)",161,"PG [2 Year
Program(s)]", Symbiosis International 
2014-15,930,953,2015-16,0,2016-17,701,577,"404000(Four Lakh
Four Thousand)",124,"PG [2 Year
Program(s)]", Symbiosis International 
2015-16,960,963,2016-17,4,2017-18,897,748,"420000(Four Lakh
Twenty Thousand)",149,"PG [2 Year
Program(s)]", Symbiosis International 
2013-14,180,166,2014-15,0,2015-16,159,0,0(Zero),148,"UG [3 Years
Program(s)]", Tata Institute of Social Sciences 
2014-15,180,175,2015-16,0,2016-17,173,0,0(Zero),162,"UG [3 Years
Program(s)]", Tata Institute of Social Sciences 
2015-16,180,166,2016-17,0,2017-18,154,0,0(Zero),150,"UG [3 Years
Program(s)]", Tata Institute of Social Sciences 
2013-14,180,166,2014-15,0,2015-16,159,0,0(Zero),148,"PG [1 Year
Program(s)]", Tata Institute of Social Sciences 
2014-15,180,175,2015-16,0,2016-17,173,0,0(Zero),162,"PG [1 Year
Program(s)]", Tata Institute of Social Sciences 
2015-16,180,166,2016-17,0,2017-18,154,0,0(Zero),150,"PG [1 Year
Program(s)]", Tata Institute of Social Sciences 
2013-14,180,166,2014-15,0,2015-16,159,0,0(Zero),148,"PG [2 Year
Program(s)]", Tata Institute of Social Sciences 
2014-15,180,175,2015-16,0,2016-17,173,0,0(Zero),162,"PG [2 Year
Program(s)]", Tata Institute of Social Sciences 
2015-16,180,166,2016-17,0,2017-18,154,0,0(Zero),150,"PG [2 Year
Program(s)]", Tata Institute of Social Sciences 
2012-13,120,79,2013-14,21,2015-16,72,9,"320000(Three Lakhs
Twenty Thousand)",8,"UG [4 Years
Program(s)]", North Eastern Hill University 
2013-14,240,187,2014-15,17,2016-17,121,38,300000(Three Lakhs),28,"UG [4 Years
Program(s)]", North Eastern Hill University 
2014-15,240,167,2015-16,19,2017-18,104,41,"330000(Three Lakhs
Thirty Thousand)",24,"UG [4 Years
Program(s)]", North Eastern Hill University 
2012-13,120,79,2013-14,21,2015-16,72,9,"320000(Three Lakhs
Twenty Thousand)",8,"UG [5 Years
Program(s)]", North Eastern Hill University 
2013-14,240,187,2014-15,17,2016-17,121,38,300000(Three Lakhs),28,"UG [5 Years
Program(s)]", North Eastern Hill University 
2014-15,240,167,2015-16,19,2017-18,104,41,"330000(Three Lakhs
Thirty Thousand)",24,"UG [5 Years
Program(s)]", North Eastern Hill University 
2012-13,120,79,2013-14,21,2015-16,72,9,"320000(Three Lakhs
Twenty Thousand)",8,"PG [2 Year
Program(s)]", North Eastern Hill University 
2013-14,240,187,2014-15,17,2016-17,121,38,300000(Three Lakhs),28,"PG [2 Year
Program(s)]", North Eastern Hill University 
2014-15,240,167,2015-16,19,2017-18,104,41,"330000(Three Lakhs
Thirty Thousand)",24,"PG [2 Year
Program(s)]", North Eastern Hill University 
2012-13,120,79,2013-14,21,2015-16,72,9,"320000(Three Lakhs
Twenty Thousand)",8,"PG [3 Year
Program(s)]", North Eastern Hill University 
2013-14,240,187,2014-15,17,2016-17,121,38,300000(Three Lakhs),28,"PG [3 Year
Program(s)]", North Eastern Hill University 
2014-15,240,167,2015-16,19,2017-18,104,41,"330000(Three Lakhs
Thirty Thousand)",24,"PG [3 Year
Program(s)]", North Eastern Hill University 
2012-13,120,113,2013-14,0,2015-16,105,92,"650000(Six Lakh Fifty
Thousand )",10,"UG [4 Years
Program(s)]", Indian Institute of Technology Bhubaneswar 
2013-14,160,148,2014-15,0,2016-17,140,107,"750000(Seven Lakh
Fifty Thousand )",21,"UG [4 Years
Program(s)]", Indian Institute of Technology Bhubaneswar 
2014-15,180,164,2015-16,0,2017-18,158,130,"880000(Eight Lakh
Eighty Thousand )",16,"UG [4 Years
Program(s)]", Indian Institute of Technology Bhubaneswar 
2012-13,120,113,2013-14,0,2015-16,105,92,"650000(Six Lakh Fifty
Thousand )",10,"UG [5 Years
Program(s)]", Indian Institute of Technology Bhubaneswar 
2013-14,160,148,2014-15,0,2016-17,140,107,"750000(Seven Lakh
Fifty Thousand )",21,"UG [5 Years
Program(s)]", Indian Institute of Technology Bhubaneswar 
2014-15,180,164,2015-16,0,2017-18,158,130,"880000(Eight Lakh
Eighty Thousand )",16,"UG [5 Years
Program(s)]", Indian Institute of Technology Bhubaneswar 
2012-13,120,113,2013-14,0,2015-16,105,92,"650000(Six Lakh Fifty
Thousand )",10,"PG [2 Year
Program(s)]", Indian Institute of Technology Bhubaneswar 
2013-14,160,148,2014-15,0,2016-17,140,107,"750000(Seven Lakh
Fifty Thousand )",21,"PG [2 Year
Program(s)]", Indian Institute of Technology Bhubaneswar 
2014-15,180,164,2015-16,0,2017-18,158,130,"880000(Eight Lakh
Eighty Thousand )",16,"PG [2 Year
Program(s)]", Indian Institute of Technology Bhubaneswar 
2013-14,900,812,2014-15,0,2015-16,750,729,400000(Four Lakhs),21,"UG [3 Years
Program(s)]", Kalinga Institute of Industrial Technology 
2014-15,900,795,2015-16,0,2016-17,759,731,400000(Four Lakhs),20,"UG [3 Years
Program(s)]", Kalinga Institute of Industrial Technology 
2013-14,900,812,2014-15,0,2015-16,750,729,400000(Four Lakhs),21,"UG [4 Years
Program(s)]", Kalinga Institute of Industrial Technology 
2014-15,900,795,2015-16,0,2016-17,759,731,400000(Four Lakhs),20,"UG [4 Years
Program(s)]", Kalinga Institute of Industrial Technology 
2013-14,900,812,2014-15,0,2015-16,750,729,400000(Four Lakhs),21,"UG [5 Years
Program(s)]", Kalinga Institute of Industrial Technology 
2014-15,900,795,2015-16,0,2016-17,759,731,400000(Four Lakhs),20,"UG [5 Years
Program(s)]", Kalinga Institute of Industrial Technology 
2013-14,900,812,2014-15,0,2015-16,750,729,400000(Four Lakhs),21,"PG [1 Year
Program(s)]", Kalinga Institute of Industrial Technology 
2014-15,900,795,2015-16,0,2016-17,759,731,400000(Four Lakhs),20,"PG [1 Year
Program(s)]", Kalinga Institute of Industrial Technology 
2013-14,900,812,2014-15,0,2015-16,750,729,400000(Four Lakhs),21,"PG [2 Year
Program(s)]", Kalinga Institute of Industrial Technology 
2014-15,900,795,2015-16,0,2016-17,759,731,400000(Four Lakhs),20,"PG [2 Year
Program(s)]", Kalinga Institute of Industrial Technology 
2013-14,900,812,2014-15,0,2015-16,750,729,400000(Four Lakhs),21,"PG [3 Year
Program(s)]", Kalinga Institute of Industrial Technology 
2014-15,900,795,2015-16,0,2016-17,759,731,400000(Four Lakhs),20,"PG [3 Year
Program(s)]", Kalinga Institute of Industrial Technology 
2012-13,580,530,2013-14,0,2015-16,517,496,500000(Five Lakhs),13,"UG [4 Years
Program(s)]", National Institute of Technology Rourkela 
2013-14,610,585,2014-15,0,2016-17,558,534,"550000(Five Lakh Fifty
Thousand)",21,"UG [4 Years
Program(s)]", National Institute of Technology Rourkela 
2014-15,640,675,2015-16,0,2017-18,538,490,"598000(Five Lakhs
Ninety Eight
Thousand)",39,"UG [4 Years
Program(s)]", National Institute of Technology Rourkela 
2012-13,580,530,2013-14,0,2015-16,517,496,500000(Five Lakhs),13,"UG [5 Years
Program(s)]", National Institute of Technology Rourkela 
2013-14,610,585,2014-15,0,2016-17,558,534,"550000(Five Lakh Fifty
Thousand)",21,"UG [5 Years
Program(s)]", National Institute of Technology Rourkela 
2014-15,640,675,2015-16,0,2017-18,538,490,"598000(Five Lakhs
Ninety Eight
Thousand)",39,"UG [5 Years
Program(s)]", National Institute of Technology Rourkela 
2012-13,580,530,2013-14,0,2015-16,517,496,500000(Five Lakhs),13,"PG [2 Year
Program(s)]", National Institute of Technology Rourkela 
2013-14,610,585,2014-15,0,2016-17,558,534,"550000(Five Lakh Fifty
Thousand)",21,"PG [2 Year
Program(s)]", National Institute of Technology Rourkela 
2014-15,640,675,2015-16,0,2017-18,538,490,"598000(Five Lakhs
Ninety Eight
Thousand)",39,"PG [2 Year
Program(s)]", National Institute of Technology Rourkela 
2012-13,580,530,2013-14,0,2015-16,517,496,500000(Five Lakhs),13,PG-Integrated, National Institute of Technology Rourkela 
2013-14,610,585,2014-15,0,2016-17,558,534,"550000(Five Lakh Fifty
Thousand)",21,PG-Integrated, National Institute of Technology Rourkela 
2014-15,640,675,2015-16,0,2017-18,538,490,"598000(Five Lakhs
Ninety Eight
Thousand)",39,PG-Integrated, National Institute of Technology Rourkela 
2012-13,1980,1936,2013-14,69,2015-16,1814,1559,"330000(RUPEES
THREE LAKH THIRTY
THOUSAND ONLY)",97,"UG [4 Years
Program(s)]", Siksha `O` Anusandhan 
2013-14,1920,1732,2014-15,78,2016-17,1718,1326,"300000(RUPEES
THREE LAKH ONLY)",242,"UG [4 Years
Program(s)]", Siksha `O` Anusandhan 
